work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2021,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,United Kingdom,Large,185190
2020,Data Engineer,Engineering,Senior,Freelance,Remote,United Kingdom,Medium,167746
2021,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,Mexico,Medium,120534
2020,Data Analyst,Engineering,Senior,Full-Time,In-person,United States,Small,176388
2021,Data Analyst,Analysis,Mid-Level,Freelance,Remote,India,Small,177289
2022,Statistician,ML/AI,Senior,Freelance,Hybrid,United States,Small,141045
2020,Data Scientist,ML/AI,Entry-Level,Freelance,In-person,India,Large,175674
2020,Data Analyst,Engineering,Senior,Full-Time,Remote,United States,Medium,117181
2020,Data Scientist,Engineering,Mid-Level,Part-Time,Hybrid,China,Medium,140907
2020,Data Scientist,Data Science,Executive,Contract,Remote,Japan,Medium,43987
2021,Statistician,Analysis,Entry-Level,Full-Time,Remote,United Kingdom,Medium,79915
2020,Data Scientist,Engineering,Entry-Level,Full-Time,In-person,United States,Small,43543
2022,Data Engineer,Data Science,Executive,Full-Time,Hybrid,United Kingdom,Small,57944
2022,Data Engineer,Engineering,Senior,Part-Time,In-person,Germany,Small,170216
2020,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,In-person,Japan,Small,139418
2022,Statistician,Data Science,Executive,Part-Time,Hybrid,India,Large,68459
2020,Machine Learning Engineer,Data Science,Executive,Part-Time,Hybrid,Germany,Small,60741
2020,Data Engineer,Engineering,Executive,Part-Time,Hybrid,Japan,Large,156077
2022,Machine Learning Engineer,Analysis,Senior,Freelance,In-person,Germany,Large,104627
2020,Statistician,ML/AI,Mid-Level,Contract,Hybrid,United Kingdom,Medium,143372
2022,Statistician,Analysis,Executive,Contract,Hybrid,China,Medium,99741
2021,Data Scientist,Data Science,Senior,Part-Time,Hybrid,Japan,Small,99177
2020,Data Analyst,Analysis,Mid-Level,Part-Time,Remote,Germany,Medium,33543
2021,Data Scientist,Data Science,Entry-Level,Freelance,Hybrid,India,Large,166663
2022,Statistician,Analysis,Senior,Part-Time,In-person,Japan,Large,86395
2021,Data Engineer,Engineering,Mid-Level,Freelance,Remote,Japan,Small,59055
2021,Data Engineer,Analysis,Senior,Freelance,In-person,Germany,Large,36116
2022,Data Scientist,Data Science,Entry-Level,Full-Time,Remote,China,Medium,85485
2021,Statistician,ML/AI,Entry-Level,Full-Time,Hybrid,Mexico,Small,163479
2021,Data Engineer,ML/AI,Senior,Part-Time,Remote,Mexico,Small,192666
2022,Statistician,Data Science,Mid-Level,Freelance,In-person,Mexico,Large,96421
2021,Data Engineer,Data Science,Mid-Level,Part-Time,Remote,Mexico,Medium,65411
2022,Statistician,Analysis,Senior,Full-Time,Hybrid,United States,Large,154115
2021,Machine Learning Engineer,ML/AI,Senior,Full-Time,Hybrid,India,Medium,129772
2022,Statistician,ML/AI,Entry-Level,Full-Time,In-person,India,Small,120121
2022,Statistician,ML/AI,Mid-Level,Full-Time,Remote,Mexico,Large,153671
2021,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,Germany,Medium,141670
2021,Machine Learning Engineer,Data Science,Senior,Part-Time,In-person,China,Medium,187310
2021,Data Analyst,Data Science,Entry-Level,Part-Time,In-person,United Kingdom,Small,134627
2020,Data Scientist,Data Science,Entry-Level,Full-Time,Hybrid,United Kingdom,Medium,196268
2020,Data Analyst,Data Science,Mid-Level,Part-Time,Remote,Mexico,Small,42738
2020,Data Engineer,Data Science,Mid-Level,Full-Time,Hybrid,United States,Small,144183
2022,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,United States,Small,45772
2021,Statistician,Analysis,Mid-Level,Full-Time,Hybrid,Germany,Medium,95270
2022,Data Analyst,Engineering,Executive,Part-Time,Remote,China,Medium,184564
2020,Data Scientist,ML/AI,Executive,Part-Time,Hybrid,United Kingdom,Medium,84979
2021,Data Scientist,Engineering,Entry-Level,Freelance,Hybrid,India,Medium,143585
2022,Data Analyst,Data Science,Senior,Part-Time,Hybrid,China,Medium,197927
2021,Data Scientist,Engineering,Entry-Level,Part-Time,Remote,United Kingdom,Large,167300
2022,Data Scientist,Data Science,Entry-Level,Contract,Remote,China,Small,181117
2021,Data Analyst,Analysis,Senior,Full-Time,In-person,Germany,Large,54318
2020,Machine Learning Engineer,Data Science,Senior,Full-Time,Hybrid,United Kingdom,Large,88458
2020,Machine Learning Engineer,ML/AI,Executive,Part-Time,Hybrid,Japan,Large,174867
2021,Data Engineer,Data Science,Mid-Level,Part-Time,Remote,Mexico,Small,135856
2022,Data Scientist,Engineering,Executive,Freelance,Remote,Germany,Small,115184
2020,Data Analyst,ML/AI,Mid-Level,Contract,Hybrid,Japan,Small,158789
2020,Data Scientist,Data Science,Senior,Full-Time,In-person,China,Small,51747
2020,Statistician,ML/AI,Entry-Level,Full-Time,In-person,Germany,Small,192632
2021,Data Scientist,Analysis,Entry-Level,Part-Time,Hybrid,India,Small,41282
2021,Data Scientist,Analysis,Mid-Level,Part-Time,In-person,Germany,Small,194903
2022,Machine Learning Engineer,Analysis,Senior,Contract,In-person,Germany,Large,93073
2022,Data Analyst,Engineering,Senior,Full-Time,Hybrid,Mexico,Medium,184115
2022,Data Scientist,Engineering,Senior,Contract,In-person,Germany,Small,82900
2021,Machine Learning Engineer,ML/AI,Senior,Full-Time,Remote,Germany,Large,50929
2021,Data Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,United States,Medium,65500
2022,Machine Learning Engineer,ML/AI,Executive,Contract,Remote,Japan,Small,31872
2022,Machine Learning Engineer,ML/AI,Executive,Freelance,Hybrid,Germany,Large,198560
2021,Machine Learning Engineer,Data Science,Mid-Level,Part-Time,Remote,Germany,Medium,97505
2022,Data Scientist,Analysis,Senior,Freelance,In-person,China,Small,55460
2020,Data Scientist,Data Science,Entry-Level,Freelance,Remote,United States,Small,42155
2021,Data Engineer,Data Science,Entry-Level,Freelance,Remote,United Kingdom,Large,172942
2022,Statistician,Data Science,Entry-Level,Full-Time,Remote,China,Small,145006
2021,Statistician,Data Science,Mid-Level,Freelance,Remote,China,Large,123928
2020,Statistician,Data Science,Senior,Full-Time,Remote,Mexico,Medium,164789
2021,Data Engineer,Data Science,Mid-Level,Contract,Hybrid,Mexico,Large,156075
2021,Statistician,ML/AI,Mid-Level,Part-Time,Remote,United States,Medium,162446
2021,Statistician,Engineering,Mid-Level,Full-Time,Remote,United States,Large,182898
2021,Machine Learning Engineer,ML/AI,Executive,Full-Time,Hybrid,Mexico,Small,145138
2020,Data Scientist,Engineering,Entry-Level,Contract,Hybrid,United States,Small,174499
2021,Data Scientist,Data Science,Senior,Contract,In-person,China,Medium,94442
2021,Machine Learning Engineer,ML/AI,Executive,Part-Time,Remote,China,Large,195780
2022,Machine Learning Engineer,Engineering,Entry-Level,Contract,Remote,Mexico,Small,130671
2021,Machine Learning Engineer,Analysis,Senior,Full-Time,In-person,Germany,Large,185343
2022,Data Scientist,Data Science,Senior,Part-Time,Remote,United States,Large,46631
2020,Statistician,ML/AI,Mid-Level,Part-Time,In-person,United States,Small,49887
2020,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,Mexico,Large,55259
2020,Data Engineer,Data Science,Mid-Level,Freelance,Remote,China,Medium,127932
2020,Machine Learning Engineer,Analysis,Executive,Freelance,Remote,China,Small,87987
2022,Data Analyst,Analysis,Mid-Level,Full-Time,Hybrid,United States,Small,49144
2021,Machine Learning Engineer,ML/AI,Mid-Level,Freelance,Remote,Germany,Large,181908
2020,Data Scientist,ML/AI,Mid-Level,Contract,Hybrid,India,Large,74456
2021,Machine Learning Engineer,Analysis,Senior,Part-Time,Hybrid,India,Large,197452
2022,Data Analyst,Analysis,Executive,Full-Time,In-person,United Kingdom,Medium,150250
2022,Data Engineer,ML/AI,Entry-Level,Contract,Hybrid,Germany,Medium,107735
2022,Statistician,ML/AI,Mid-Level,Part-Time,In-person,China,Large,41569
2020,Machine Learning Engineer,Data Science,Entry-Level,Contract,Hybrid,United States,Large,155294
2021,Data Analyst,Engineering,Entry-Level,Freelance,In-person,Mexico,Large,192254
2021,Data Analyst,ML/AI,Entry-Level,Contract,In-person,United States,Medium,182721
2021,Data Engineer,Engineering,Entry-Level,Freelance,In-person,United States,Large,113731
2022,Data Scientist,Engineering,Executive,Contract,In-person,India,Large,126132
2020,Machine Learning Engineer,Analysis,Executive,Full-Time,Remote,Mexico,Medium,130497
2022,Data Analyst,ML/AI,Mid-Level,Freelance,Hybrid,China,Medium,57003
2022,Data Engineer,ML/AI,Mid-Level,Freelance,Hybrid,Mexico,Large,177623
2021,Statistician,ML/AI,Executive,Part-Time,Hybrid,United States,Small,144432
2022,Data Analyst,Engineering,Mid-Level,Freelance,Hybrid,United States,Small,184898
2021,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,India,Medium,132486
2020,Data Scientist,Engineering,Executive,Freelance,Remote,United States,Large,185801
2021,Data Scientist,ML/AI,Executive,Freelance,Hybrid,Mexico,Medium,164940
2020,Data Analyst,ML/AI,Mid-Level,Freelance,Hybrid,United Kingdom,Medium,71274
2021,Data Analyst,ML/AI,Executive,Freelance,Hybrid,China,Small,68718
2022,Machine Learning Engineer,Engineering,Senior,Part-Time,In-person,Mexico,Medium,193425
2022,Data Engineer,ML/AI,Entry-Level,Full-Time,Hybrid,Japan,Medium,71682
2020,Data Analyst,Analysis,Entry-Level,Contract,Hybrid,Mexico,Large,60653
2020,Machine Learning Engineer,ML/AI,Senior,Freelance,Remote,Mexico,Large,175213
2020,Machine Learning Engineer,Data Science,Senior,Freelance,In-person,United Kingdom,Medium,172609
2021,Data Analyst,Analysis,Mid-Level,Full-Time,Remote,Germany,Medium,60401
2021,Data Scientist,ML/AI,Mid-Level,Part-Time,Hybrid,Mexico,Large,188459
2020,Data Engineer,Analysis,Entry-Level,Contract,In-person,United Kingdom,Small,111690
2022,Data Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,United Kingdom,Large,130613
2021,Data Scientist,Data Science,Entry-Level,Full-Time,Hybrid,Mexico,Large,167702
2021,Data Analyst,ML/AI,Mid-Level,Full-Time,In-person,Mexico,Large,74293
2021,Data Engineer,Analysis,Mid-Level,Full-Time,Remote,India,Large,184142
2020,Data Analyst,Data Science,Entry-Level,Freelance,In-person,Germany,Large,43416
2020,Data Analyst,Engineering,Senior,Contract,In-person,Mexico,Small,146711
2020,Machine Learning Engineer,Data Science,Senior,Freelance,Remote,China,Large,145037
2020,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,Mexico,Large,120935
2020,Data Analyst,Data Science,Senior,Contract,Remote,China,Small,169701
2022,Statistician,Analysis,Mid-Level,Full-Time,Remote,United Kingdom,Medium,38360
2022,Data Scientist,Data Science,Senior,Part-Time,In-person,Japan,Small,42011
2020,Data Engineer,ML/AI,Executive,Full-Time,In-person,United Kingdom,Large,70721
2021,Machine Learning Engineer,Data Science,Executive,Full-Time,Remote,United States,Medium,66069
2020,Data Engineer,Engineering,Mid-Level,Part-Time,Remote,India,Medium,83270
2022,Data Engineer,ML/AI,Senior,Freelance,Remote,United States,Medium,41227
2022,Data Scientist,ML/AI,Entry-Level,Contract,Remote,Germany,Small,69587
2021,Data Engineer,Engineering,Senior,Full-Time,Remote,Germany,Medium,91720
2022,Data Analyst,Analysis,Entry-Level,Full-Time,In-person,India,Large,98305
2020,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,United Kingdom,Medium,106028
2021,Machine Learning Engineer,Data Science,Senior,Contract,In-person,Germany,Medium,83651
2020,Machine Learning Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Japan,Medium,81332
2020,Statistician,ML/AI,Senior,Full-Time,Remote,Mexico,Large,98201
2021,Machine Learning Engineer,Engineering,Mid-Level,Freelance,In-person,India,Small,185879
2020,Data Engineer,Data Science,Executive,Freelance,Hybrid,United States,Large,73552
2022,Machine Learning Engineer,Analysis,Executive,Contract,Remote,Japan,Small,153938
2020,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,Mexico,Large,147230
2021,Machine Learning Engineer,Analysis,Entry-Level,Part-Time,Hybrid,Mexico,Large,123758
2021,Data Analyst,ML/AI,Executive,Full-Time,In-person,China,Small,87300
2021,Data Scientist,Engineering,Senior,Part-Time,Hybrid,India,Large,56951
2020,Statistician,Data Science,Senior,Part-Time,In-person,Japan,Medium,50264
2021,Data Analyst,Analysis,Mid-Level,Contract,In-person,Mexico,Medium,49121
2021,Data Engineer,Engineering,Mid-Level,Part-Time,Hybrid,India,Large,114351
2020,Data Engineer,Analysis,Mid-Level,Contract,In-person,United States,Large,80539
2022,Data Engineer,Engineering,Executive,Freelance,In-person,United Kingdom,Small,191383
2020,Data Analyst,Data Science,Entry-Level,Contract,Remote,India,Small,180821
2021,Data Analyst,ML/AI,Executive,Contract,Hybrid,Germany,Large,59218
2021,Data Analyst,Analysis,Senior,Contract,In-person,United States,Small,74867
2020,Data Scientist,Engineering,Senior,Freelance,Hybrid,United States,Medium,31316
2022,Data Scientist,Data Science,Entry-Level,Contract,In-person,Japan,Medium,67972
2021,Data Engineer,Engineering,Mid-Level,Part-Time,Hybrid,Germany,Medium,116924
2021,Machine Learning Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Japan,Small,122700
2021,Data Engineer,Analysis,Executive,Contract,Remote,China,Small,159079
2020,Statistician,Data Science,Senior,Part-Time,Remote,United States,Medium,134082
2021,Data Scientist,Analysis,Entry-Level,Contract,Hybrid,India,Small,169151
2022,Data Analyst,Engineering,Entry-Level,Freelance,In-person,China,Large,90887
2021,Data Scientist,Engineering,Entry-Level,Part-Time,Hybrid,Germany,Large,183484
2021,Data Analyst,Analysis,Mid-Level,Contract,In-person,United States,Small,65862
2022,Statistician,Analysis,Mid-Level,Full-Time,Hybrid,Mexico,Large,157677
2021,Statistician,Data Science,Mid-Level,Freelance,Remote,Germany,Medium,175893
2020,Data Scientist,Analysis,Mid-Level,Full-Time,Remote,China,Small,103118
2020,Data Analyst,Analysis,Senior,Contract,In-person,India,Small,104548
2020,Statistician,Data Science,Senior,Part-Time,Hybrid,United Kingdom,Small,194727
2022,Data Engineer,Data Science,Mid-Level,Contract,In-person,Japan,Large,134319
2021,Data Engineer,Analysis,Executive,Part-Time,Remote,Mexico,Medium,110066
2020,Data Analyst,ML/AI,Mid-Level,Contract,Hybrid,Japan,Small,75221
2022,Data Scientist,Analysis,Mid-Level,Contract,Remote,China,Large,117189
2021,Statistician,ML/AI,Executive,Part-Time,Remote,United States,Small,135812
2022,Data Scientist,Analysis,Entry-Level,Part-Time,Hybrid,United States,Small,122326
2020,Data Engineer,Engineering,Executive,Contract,In-person,India,Large,169972
2020,Statistician,Data Science,Executive,Full-Time,Hybrid,United States,Medium,194557
2020,Data Scientist,Analysis,Senior,Freelance,Remote,United States,Small,43891
2022,Machine Learning Engineer,Engineering,Entry-Level,Full-Time,Remote,United States,Large,138640
2022,Data Analyst,Analysis,Executive,Full-Time,Remote,Germany,Small,176086
2020,Data Analyst,Data Science,Mid-Level,Full-Time,Remote,Germany,Small,102083
2022,Machine Learning Engineer,Analysis,Executive,Full-Time,In-person,United Kingdom,Small,67964
2020,Data Engineer,ML/AI,Senior,Part-Time,Hybrid,Germany,Medium,74739
2020,Statistician,Data Science,Executive,Full-Time,Hybrid,Mexico,Medium,146871
2021,Data Analyst,ML/AI,Mid-Level,Freelance,In-person,Mexico,Medium,115799
2022,Machine Learning Engineer,Engineering,Entry-Level,Part-Time,In-person,Japan,Medium,69459
2020,Machine Learning Engineer,Engineering,Senior,Full-Time,Remote,Mexico,Large,37045
2020,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,China,Medium,73255
2022,Data Engineer,ML/AI,Senior,Full-Time,Hybrid,United Kingdom,Small,81965
2021,Data Scientist,ML/AI,Mid-Level,Full-Time,Hybrid,United States,Large,31237
2021,Data Analyst,Data Science,Senior,Freelance,In-person,Japan,Small,160811
2020,Data Scientist,ML/AI,Entry-Level,Part-Time,Remote,United Kingdom,Medium,82195
2022,Machine Learning Engineer,ML/AI,Senior,Part-Time,Remote,China,Medium,147775
2021,Statistician,Data Science,Executive,Contract,Hybrid,United Kingdom,Small,66326
2022,Statistician,Data Science,Entry-Level,Full-Time,Remote,Japan,Small,166365
2022,Data Engineer,ML/AI,Executive,Full-Time,In-person,United Kingdom,Small,55274
2020,Statistician,Analysis,Entry-Level,Freelance,In-person,Japan,Medium,180309
2021,Statistician,Data Science,Executive,Freelance,Hybrid,United Kingdom,Small,123920
2020,Statistician,Data Science,Mid-Level,Part-Time,Remote,United Kingdom,Small,126529
2021,Machine Learning Engineer,ML/AI,Executive,Freelance,In-person,Mexico,Small,179301
2021,Statistician,Data Science,Mid-Level,Part-Time,In-person,United Kingdom,Large,108847
2021,Statistician,Data Science,Mid-Level,Full-Time,In-person,Japan,Medium,86718
2021,Statistician,ML/AI,Senior,Full-Time,In-person,United Kingdom,Small,98718
2021,Data Scientist,Data Science,Entry-Level,Part-Time,Remote,Mexico,Large,79615
2022,Machine Learning Engineer,Analysis,Executive,Freelance,In-person,China,Large,148548
2020,Data Engineer,Analysis,Senior,Freelance,In-person,China,Small,101296
2022,Data Scientist,Data Science,Entry-Level,Part-Time,Remote,Germany,Small,102796
2021,Data Analyst,Data Science,Senior,Full-Time,Hybrid,Germany,Medium,162987
2020,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Hybrid,Germany,Large,104651
2021,Machine Learning Engineer,Engineering,Entry-Level,Freelance,In-person,Germany,Medium,37076
2020,Data Analyst,ML/AI,Mid-Level,Part-Time,Hybrid,Germany,Small,110350
2022,Data Analyst,ML/AI,Entry-Level,Full-Time,Remote,China,Large,194155
2020,Data Analyst,Data Science,Senior,Contract,In-person,United States,Large,83918
2020,Data Engineer,Data Science,Mid-Level,Part-Time,Remote,United Kingdom,Medium,165865
2020,Statistician,Engineering,Entry-Level,Contract,Hybrid,China,Small,80528
2020,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,Hybrid,China,Medium,147503
2020,Statistician,Data Science,Mid-Level,Freelance,In-person,India,Medium,96798
